https://schema.org/name,https://schema.org/address,http://www.w3.org/2003/01/geo/wgs84_pos#lat,http://www.w3.org/2003/01/geo/wgs84_pos#long,https://schema.org/category,https://schema.org/Season,https://schema.org/description,https://schema.org/url,https://code4fukui.github.io/rdf/#echizen_city_area
引接寺石仏群,越前市京町3丁目3-5,35.904214,136.161848,神社・仏閣,,市文化財　室町時代末期、25躯、昭和44.11.1指定　天台宗盛宗の古刹引接寺の境内には、多くの石仏が伝えられている。ほぼ完形を保っているものが25体、大像が2体、覆屋内に18体、墓地内に5体。最も大像で良い出来映えを示すのが、鐘堂脇の地蔵菩薩立像と不動明王立像である。一般に「朝倉仏」と呼ばれており、中世の石造遺品としてその価値は高い。,,西
茶臼山古墳群,越前市沢・岡本・千福町・広瀬町,35.891831,136.150795,城（城址）・史跡,,県指定史跡<史跡>　昭和28.3.19指定　市街地の南西部に位置し、瓢箪型の独立丘上に所在する古墳群である。南側山頂部にある円墳は径40ｍ以上を呈し、2段築成で葺石を備える首長墓と考えられる。築造年代は不明であるが、古墳群中最大の規模をもつ。,,西、岡本、南、白山
大虫廃寺塔跡,越前市大虫本町,35.898984,136.141923,城（城址）・史跡,,県指定史跡<史跡>　昭和42.2.3指定　大虫本町の集落の東側に位置する。また、西側山麓には式内社である大虫神社が存在する。昭和41年の発掘調査により、一辺約12ｍの基壇遺構が検出され、寺院の塔跡と想定される。しかし、その他の遺構（伽羅配置等）は確認できなかった。出土遺物は塔跡の北辺で多量の瓦が、西方2箇所、南方1箇所でもまとまって瓦が出土している。出土瓦の大半は広瀬窯跡（越前市内）で焼成されたものである。出土遺物などから、寺院の存続時期は7世紀後半～8世紀後半と考えられる。,,大虫
大滝神社奥の院社叢,越前市大滝町23-10,35.906795,136.253231,自然・花,,県指定天然記念物<天然記念物>　昭和59.3.2指定　白山神社拝殿の東方約22mにある倉庫前の断崖にかかって生えている杉の巨木。根回り9m、目通り7.2m、枝張り東西20m、南北22m、樹高約32mである。推定樹齢約470年。このバラ大杉は一見して枝先がバラバラに見えるので名づけられたものである。樹勢は盛んで、地上11mぐらいのところから上方は枝葉が繁茂しているが、大部分の枝は斜めに垂れており、典型的なアシウスギの様相を呈している。雪害に対して強く、降雪地方向けの杉苗母樹として珍重される。,,岡本
大塩八幡宮拝殿,越前市国兼町23-1,35.849304,136.171117,神社・仏閣,,国重要文化財　室町時代後期、1棟、昭和53.5.31指定　寛平3年(891)の鎮座と伝えられる古社で、武家を中心に崇敬を集め、代々の国主等によって社殿の修造が行われてきた。拝殿は正面7間(15.76m)、側面4間(8.88m)、入母屋造柿葺の建物である。5間×2間の身舎の四周に1間の庇を設けた構成を持ち、縁は設けない。柱はすべて円柱で、周囲は建具を入れず開放とする。柱も太めで、比較的木割も大きく、簡素な中にも落ち着きのある大型の長床式拝殿である。室町後期の建立と考えられている。,,王子保
大滝神社本殿及び拝殿同附書,越前市大滝町23-10,35.906795,136.253231,神社・仏閣,,国重要文化財<建造物>　江戸時代、1棟、昭和59.5.21指定　大滝神社は、古くは、天台系寺院大徳山大滝寺として栄え、近世には、越前奉書の産地である五箇郷を中心とする48か村の総氏神として崇敬を集めた。本殿および拝殿は、本殿と拝殿の屋根が接続し、神社本殿としては最も複雑な屋根形態を持つ建物である。本殿は正面1間、側面3間、向拝付流造形式で、正面に千鳥破風さらに唐破風を付す。屋根は檜皮葺とする。拝殿は正面1間、側面2間、向拝付の建物で、入母屋造檜皮葺妻入の建物で、向拝は唐破風とする。,,岡本
小泉家住宅主屋,越前市二階堂町,35.888042,136.045457,街並み・旧街道,,国登録有形文化財　江戸時代後期、1棟、平成21.11.2登録　敷地の中央に南面して建つ。南北棟の入母屋造妻入茅葺の上屋に、両側面後寄りと背面に切妻造桟瓦葺屋根を付け、周囲に深い桟瓦葺の下屋をまわし、複雑な外観をつくる。部は広間を中心に南に土間、西に座敷、北に仏間などを配する特殊な平面になる。,,白山
大虫神社の宮橋,越前市大虫町21-27-1,35.900894,136.126589,神社・仏閣,,国登録有形文化財<建造物>　大正7年、1基、平成13.10.12指定　市西部に位置する大虫神社の参道に架かる石造単アーチ橋。江戸切石材を用いた直径約3.7mの半円アーチを主構造とし、ビシャン叩石材の布積で側壁を構成する。小規模ながら精緻な石造技術が発揮され、参道の景観に溶け込む姿が市民に親しまれている。,,大虫
旧根岸家住宅主屋,越前市岩本町16字中町8-1,35.908531,136.248649,街並み・旧街道,,国登録有形文化財<建造物>　明治前期、1棟、平成23.1.26登録　和紙と蚊帳を扱う小林商店の店舗兼住宅として、明治初年に建てられたという。その後、根岸家が建物を取得し、長年、根岸家の住宅として用いられてきた。現在は、NPO法人森のエネルギーフォーラムの活動拠点として活用されている。主屋は4間×5間半の2階建母屋と、その四周の下屋で構成される。1階正面下屋部分は広く土間とし、台所、玄関、通路を配す。母屋部分は6～10畳の間3室を2列に配す。,,岡本
旧根岸家住宅土蔵,越前市岩本町16字中町8-1,35.908531,136.248649,街並み・旧街道,,国登録有形文化財<建造物>　昭和初期、1棟、平成23.1.26登録　旧根岸家住宅土蔵は、主屋の背後、敷地の東端に建つ。桁行12ｍ、梁間5.9ｍ、切妻造桟瓦葺、木造2階建の規模の大きい土蔵である。西面は全面に庇を付け、腰モルタルの漆喰仕上げとなっている。その他は高く下見板を張る。内部は1、2階とも南北二室に分けられ、真壁で柱や貫を現わす。,,岡本
旧根岸家住宅表門,越前市岩本町16字中町8-1,35.908531,136.248649,街並み・旧街道,,国登録有形文化財<建造物>　昭和初期、1棟、平成23.1.26登録　旧根岸家住宅表門は、間口3.9ｍの切妻造桟瓦葺の簡素な門で、北側に便所が付設されている。両端に方柱をたて、差物で固め、腕木を前後に出して軒桁を持ち出し、一軒疎垂木の軒を支持する。北半部を板壁とし、板戸を引き込む形式となっている。,,岡本
そば蔵 谷川,越前市深草2丁目9-28　,35.907158,136.159986,グルメ,,福井県産の玄そばを一年分低温貯蔵し自家製粉している。そば本来の香りと食感を楽しんで頂く為、つなぎを加えずそば粉と冷水のみで手打ちしている。　駐車場：有（10台）　アクセス：福井鉄道北府駅から徒歩約10分　営業時間：11:30～14:00　定休日：月曜日、第3日曜日　電話番号：0778-23-5001,,西
萩乃茶屋,越前市小松1丁目6-16　,35.903808,136.154643,グルメ,,福井県産そば粉を使用した手打ち二八そば。　駐車場：有　アクセス：福井鉄道北府駅から徒歩約19分　営業時間：11:30～19:30　定休日：水曜日　電話番号：0778-22-1686,,西
若竹食堂,越前市深草2-2-11,35.905113,136.160211,グルメ,,昭和35年から続くお店。シンプルに作りこまれた中華そばはファンの多い一品。　駐車場：有（6台）　アクセス：福井鉄道北府駅から徒歩約11分　営業時間：11:00～15:00　定休日：木曜日　電話番号：0778-22-2543,,西
まつもと屋,越前市国府2丁目6-5,35.907225,136.166278,グルメ,,引き継がれた伝統の技に味の追求。自家栽培による辛み大根のおろしそばとソースカツ丼のコラボレーション「越前」は大好評。　駐車場：有（5台）　アクセス：福井鉄道北府駅から徒歩約3分　営業時間：11:30～20:00　定休日：木曜日　電話番号：0778-22-1353,,東
いろは本店,越前市蓬莱町2-24　,35.903086,136.167225,グルメ,,自家製麺と地元の御清水を使用したダシを使い、代々変わらぬ味を提供し続けている。新メニューへの開発も積極的に行っている。　駐車場：有（3台）　アクセス：JR武生駅から徒歩約4分　営業時間：11:00～15:00、17:00～19:30（土日祝は11:00～19:00）　定休日：不定休　電話番号：0778-22-0654,,東
たかせや,越前市府中1丁目8-14,35.902204,136.170473,グルメ,,こだわりのおろしそばはつけ汁に山芋が入っており喉越しがとても良い。　駐車場：有（10台）　アクセス：JR武生駅から徒歩約3分　営業時間：11:00～20:30　定休日：木曜日　電話番号：0778-22-0799,,東
そば席　御清水庵,越前市吾妻町3-33,35.901348,136.170025,グルメ,,そば粉はすべて県内産。そばを打つ水は、県の名水に指定された御清水不動尊の美味しい水を使用している。そば打ち体験を行うこともできる（要予約）。　駐車場：有（8台）　アクセス：JR武生駅から徒歩約3分　営業時間：11:00～18:30（生そばが無くなり次第終了）　定休日：月曜日(祝日の場合は翌火曜日)　電話番号：0778-21-5088,,東
越前そば うどん坊 山むろ,越前市神明町1-8,35.899163,136.168233,グルメ,,大正10年創業の老舗そば店。こだわりのスープと手作りチャーシューが特徴の中華そばもおすすめ。　駐車場：有（11台）　アクセス：JR武生駅から徒歩約8分　営業時間：11:00～15:00、17:00～20:00（土曜日は11:00～20:00）　定休日：水曜日　電話番号：0778-22-0699　ホームページ：http://www.takefu.com,,南
遊亀庵 かめや,越前市東千福町27-37,35.892835,136.156767,グルメ,,ピリリと辛みのきいた「おろしそば」を目当てに地元内外から常連客が訪れる名店。　駐車場：有（20台）　アクセス：JR武生駅から車で10分　営業時間：11:00～19:30　定休日：木曜日　電話番号：0778-22-0399,,南
そば処　和た里,越前市塚町50-46-1,35.912852,136.197628,グルメ,,通りから少し入った自宅の民家を店舗にしている。越前市では珍しい極細麺の二八そばは、のど越しのよさが特徴。　駐車場：有（11台）　アクセス：武生ICから車で4分　営業時間：11:00～19：00　定休日：火曜日・第2・第3水曜日　電話番号：0778-24-4865,,国高
生そば 勘助,越前市粟田部町29-24,35.916744,136.239983,グルメ,,明治25年創業の本格的手打ちそばの老舗。手打ちならではの歯応え、こしの強さ、辛み大根おろしで食べる素朴な味わいが人気。　駐車場：有（20台）　アクセス：JR武生駅から車で20分　営業時間：11:00～20:00　定休日：毎月6・16・17・26日　電話番号：0778-43-0303,,粟田部
紫式部公園無料休憩所　藤波亭,越前市東千福町21-12,35.890257,136.156704,グルメ,,紫式部公園隣の無料休憩所。手打ちそばなどのお食事メニューをはじめ、甘味も充実している。　駐車場：有30台(大型バス3台)　アクセス：JR武生駅から車で10分　営業時間：ランチタイム11:30～15:00、喫茶タイム15:00～19:30　定休日：火曜日（祝日は除く）、年末年始　電話番号：0778-22-7133　ホームページ：http://fujinami-tei.jp,,南
手打ちそば　山将,越前市上太田町29-15-1,35.905631,136.149919,グルメ,,越前焼きの器に盛られた十割そば。県産100％の高級そば粉使用。おろしそばに欠かせない大根やねぎは自家製。　駐車場：有、ビル敷地内共有　アクセス：JR武生駅から車で7分　営業時間：11:00～14:30、17:00～21:30　(土日祝)11：00～21：30　定休日：金曜日　電話番号：0778-21-5509,,大虫
大江戸本店,越前市府中1-12-33,35.903332,136.169966,グルメ,,越前の旬、新鮮な海の幸、川の幸の美味しさをお届けするお店。こだわりのおそばは、自家製石臼挽きで、福井県産、原そばのみ使用し練り水に特選名水（河和田の湧水）を使用している。ボルガライスやおさしみ御膳もおすすめ。　駐車場：有（10台）　アクセス：JR武生駅から徒歩約2分　営業時間：10:30～21:30　定休日：月曜日　電話番号：0778-24-3181　ホームページ：https://www.ooedo-ya.com,,東
万葉庵,越前市余川町55-1,35.885437,136.23768,グルメ,,味真野苑の美しい庭園の中にあり、美味しい手打ちそばや新鮮な魚介類を使用したお造り定食などが自慢。　駐車場：有（100台）　アクセス：武生ICから車で12分　営業時間：10:30～18:00　定休日：月曜日（祝日は営業）　電話番号：0778-27-7799,,味真野
ソバーズ(sobar`s),越前市府中1丁目12-2,35.903076,136.167576,グルメ,,深夜でも手打ちそばが食べられるバー。特製トンカツソースのボルガライスや丼物、うどん、ピザ、炒め物、揚げ物、焼き物、デザートなどフードメニューも充実している。　駐車場：無（まちなか駐車場をご利用ください）　アクセス：JR武生駅から徒歩約4分、まちなか駐車場から徒歩約5分　営業時間：11:30～13:00、17:30～24:00　定休日：日曜日　電話番号：0778-22-9191,,東
そば処　むさし,越前市稲寄町4-9-1　,35.917531,136.179126,グルメ,,天ざるそばが一番人気の常連が多い名店。　駐車場：有（8台)　アクセス：JR武生駅から車で7分　営業時間：11:00～19：00　定休日：不定休　電話番号：0778-23-9587,,国高
そば華,越前市稲寄町7-31-4,35.91982,136.180188,グルメ,,そばは二八そばで、つゆのベースの醤油も自家製、おろしそばの大根も店の横の畑で作っている。　駐車場：有（10台）　アクセス：JR武生駅から車で11分　営業時間：11：00～18：00　定休日：月～金（土・日・祝日のみ営業）　電話番号：0778-22-7006,,国高
麺房いせや,越前市桂町6-22,35.90635,136.165715,グルメ,,江戸時代後期から続く老舗そば店。県内産そば粉を使用したおろしそばの他、ボルガライスや中華そば、ランチなども人気。　駐車場：有（4台）　アクセス：福井鉄道越前武生駅から徒歩約6分、JR武生駅から徒歩約9分　営業時間：11:00～20:00　定休日：木曜日　電話番号：0778-22-1367,,東
越前めん処　江戸屋,越前市高瀬2丁目6-15,35.897889,136.159353,グルメ,,名物のおろしそばはもちろん、デカ盛りの店としても有名で、「デカ盛りソースカツ丼タルタルバージョン」は全国丼グランプリメガ盛り部門で金賞を受賞するほどの美味しさとボリュームを誇る。ボルガライスも通常サイズでボリューム満点。　駐車場：有（5台）　アクセス：JR武生駅から車で6分　営業時間：11:00～19:00　定休日：月曜日、第3日曜日　電話番号：0778-24-3248,,西
栄庵,越前市沢町22,35.896701,136.15335,グルメ,,おろしは辛さがぐっと来て、そばはコシが強い。そのほか、カレー南蛮やお好み焼きなどもある。　駐車場：有（10台）　アクセス：JR武生駅から車で8分　営業時間：11:00～14:30、17:00～20:30（日曜日は11:00～20:00）　定休日：月曜日　電話番号：0778-22-3833,,西
きらくや,越前市武生柳町5-1,35.897357,136.165937,グルメ,,おろしそばの麺は細くて喉越しがよく、ダシには少し甘みを感じる。辛いのが苦手な方でも美味しくいただける。　駐車場：有　アクセス：JR武生駅から徒歩約12分　営業時間：11:00～20:00　定休日：木曜日　電話番号：0778-22-1140,,南
本手打ちそば　山楽,越前市横市町1-5-5,35.917294,136.192735,グルメ,,おろしそばは太麺でコシはしっかりしており、おろしは程良い辛さ。鶏の旨みダシがそばにからむ「とりそば」も人気でおすすめ。　駐車場：有（15台）　アクセス：JR武生駅から車で約8分　営業時間：11:00～15:00、17:00～20:30（日祝は11:00～20:30）　定休日：月曜日（祝日の場合は営業、火曜休）　電話番号：0778-21-5366,,国高
そば亭 たぬき,越前市村国1丁目7-1　,35.906606,136.181336,グルメ,,手打ちのそばに自家製の薬味をのせた手作りのおろしそば。遠方からのお客様も多く、そば通の人でも必ず満足できる味。おろしそばの他にも色々な味を楽しめる「そば重」も人気。刻書ギャラリーも併設されている（見学無料）。　駐車場：有（7台）　アクセス：JR武生駅から徒歩約15分　営業時間：11:00～14:00、17:00～20:00　定休日：火曜日　電話番号：0778-23-5420,,国高
むさしや,越前市粟田部町35-10-1,35.917642,136.245669,グルメ,,手打ちのおろしそばはのど越しがよく、歯ごたえもしっかりしている。カレーや丼物もおすすめ。　駐車場：有（5台）　アクセス：JR武生駅から車で22分　営業時間：11:00～20:00　定休日：木曜日　電話番号：0778-43-1630,,粟田部
より処,越前市粟田部町38-3-4,35.915326,136.243287,グルメ,,県内産そば粉と地元の名水を使った手打ちそば。ミックスそばやそば定食もおすすめ。　駐車場：有（5台）　アクセス：JR武生駅から車で23分　営業時間：11:00～14:00、16:00～20:00　定休日：日曜日　電話番号：0778-42-2384,,粟田部
よ志元本店,越前市元町6-12,35.900381,136.165693,グルメ,,伝統の味を絶やさず続けている。おろしそばは子供にも抵抗なく食べれるよう、辛くない大根を使っている。　駐車場：有（4台）　アクセス：JR武生駅から徒歩約10分、車で4分　営業時間：11:00～20:00　定休日：木曜日　電話番号：0778-22-1279,,西
さいや,越前市新在家町9-15　,35.911407,136.244234,グルメ,,新緑や紅葉に囲まれた中、明るく雰囲気のある店内でおろしそばをおいしく頂ける喫茶店。焼き立てワッフルやフルーツパフェなどの甘味もおすすめ。　駐車場：有（3台）　アクセス：JR武生駅から車で20分　営業時間：9:00～22:00　定休日：年中無休　電話番号：0778-43-1801,,岡本
お食事処　あゆ,越前市蓑脇町12-34,35.883139,136.2589,グルメ,,鮎料理もおいしいがそばもおいしい。十割のとても風味がよいそばが味わえる。　駐車場：有（8台）　アクセス：JR武生駅から車で26分　営業時間：12：00～20：00　定休日：火曜日と最終月曜日　電話番号：0778-27-2045,,味真野
生そば 助六,越前市本多3丁目1-8,35.906912,136.164478,グルメ,,薬味の辛さ控えめなシンプルなおろしそばの他、蕎麦メニュー各種有。　駐車場：無　アクセス：福井鉄道北府駅から徒歩約5分　営業時間：11：30～18：00　定休日：日曜日　電話番号：0778-24-4471,,東
和掬び,越前市東千福町7-10,35.891556,136.159176,グルメ,,辛みのきいたおろしそばは平打ち麺で量も多い。その他うどんとおむすびのセットメニューもおすすめ。　駐車場：有（ビル共同10台程度）　アクセス：JR武生駅から車で約8分　営業時間：9：00～20：00（日祝10：00～19：00）　定休日：不定休　電話番号：0778-22-8295,,南
庄境屋,越前市京町1丁目1-20,35.90187,136.164956,グルメ,,創業180年の手打ち二八蕎麦。人気メニューの天おろしそばは、甘めのだしと辛すぎないおろしがそばと天ぷらに良くあっている。中華そばもおすすめ。平日ランチタイムにはセルフでコーヒーサービスを行っている。　駐車場：有（3台）　アクセス：JR武生駅から徒歩約7分　営業時間：11:00～14:30、17:00～19:30　定休日：木曜日　電話番号：0778-22-0619,,西
森六,越前市粟田部町26-20,35.915191,136.23704,グルメ,,明治4年創業の老舗そば屋。福井県産のそば粉を使用し、おろしは二八蕎麦、せいろは十割蕎麦でコシのある香り高いそばを提供している。　駐車場：有（10台程度）　アクセス：JR武生駅から車で20分　営業時間：11:00～17:00(麺が無くなり次第閉店)　定休日：月曜日、第3火曜日(祝日の場合は翌日）、盆時期、1月1～3日　電話番号：0778-42-0216,,粟田部
大黒食堂,越前市粟田部町中央2丁目908,35.917957,136.244167,グルメ,,昔ながらの雰囲気が良い食堂。おろしそばのセットメニューや中華そばなどメニューが豊富。　駐車場：有（4台）　アクセス：JR武生駅から車で23分　営業時間：11:00～20:00　定休日：土曜日　電話番号：0778-42-1008,,粟田部
大福そば,越前市粟田部町15-22,35.918278,136.240009,グルメ,,昭和28年創業の老舗そば店。そばはコシがあり、噛むと甘みの出る太さに仕上げている。座敷のお部屋あり。　駐車場：有（10台）　アクセス：JR武生駅から車で22分　営業時間：11:00～20:00（土日は18:00まで）　定休日：毎月6・16・17・26日、年始（1/1～1/4）　電話番号：0778-42-0443　ホームページ：https://www.daifuku-soba.jp,,粟田部
本手打　今庄そば　ふる里,越前市東千福町17-7,35.88892,136.159004,グルメ,,そばは九一そばでダシは潤目を使い、京都の薄口醤油で仕上げている。「今庄そば」とは創業時は故郷である今庄にあったことに由来。　駐車場：有（14台）　アクセス：JR武生駅から車で9分　営業時間：11：00～19：30　定休日：金曜日　電話番号：0778-24-5541,,南
まる金そば,越前市今宿町1-2-4,35.866072,136.170414,グルメ,,地元内外からたくさんの人が訪れる人気店。手打ちの二八そばは大根おろしが辛く、コシがある。とりそばも人気。　駐車場：有（11台）　アクセス：武生ICから車で10分　営業時間：11:00～20:00　定休日：火曜日（祝日を除く）　電話番号：0778-24-2315,,王子保
越前そばの里,越前市真柄町7-37,35.905372,136.207209,グルメ,,北海道と越前市にある直営農場で生産したそば粉を自家挽きして使用している。おろしそばの他、「そばかりんとう」が入ったカリカリの新食感が楽しいボルガライスもおすすめ。そば打ち体験やそば工場の見学をすることもできる。　駐車場：有（約150台）　アクセス：JR武生駅から車で13分、武生I.Cから車で2分　営業時間：9：00～17：00　定休日：年始（1/1～1/3）　電話番号：0778-22-0272　ホームページ：https://www.echizensoba.co.jp,,北日野
万葉そば道場,越前市上大坪町19-20　,35.883213,136.229425,グルメ,,自家栽培・自家製粉のそば粉を使ってそば打ち体験ができる。（要予約）　駐車場：有　アクセス：JR武生駅から車で20分　営業時間：10:00～14:00　定休日：水曜日　電話番号：0778-27-1863,,味真野
くらそば幸道,越前市高木町36-7-8,35.923966,136.192752,グルメ,,かつての米蔵を改装した店舗は趣のある空間。おろしそばは石臼で挽きたての越前市産そば粉を丁寧に打ち上げた九割そば。辛さを抑えたおろしと甘めのつゆがそばの味を引き立てる。　駐車場：有（12台）　アクセス：　営業時間：11:00～14:30、18:00～20:30　定休日：月曜日、第3火曜日　電話番号：0778-24-0777　ホームページ：https://www.facebook.com/kurasoba/,,国高
和風レストラン瀧雅,越前市庄町36-1-1,35.902544,136.197763,グルメ,,その日仕入れた新鮮な地場の魚介と、主に自社の畑で栽培した野菜を使ったバラエティ豊かなメニューが売り。おろしそばは本格手打ちの二八そば。観光バスも停められる広々とした駐車場を完備し、甘酒や地酒、越前そばなどが揃うお土産コーナーも充実している。　駐車場：有（乗用車80台、バス15台）　アクセス：武生ICから車で1分　営業時間：11:00～21:30（平日14:30～16:30準備時間）　定休日：不定休　電話番号：0778-22-3700　ホームページ：http://www.takimasa.com,,国高
ヨコガワ分店,越前市京町1-4-35,35.903321,136.165326,グルメ,,昭和44年開店の市内有数の老舗の洋食店。お店の名物は創業当時から長年親しまれてきたボルガライス。カツの上にはあっさりとまろやかな自家製ソースがかかっている。　駐車場：有（まちなか駐車場もご利用ください）　アクセス：JR武生駅から徒歩約10分、まちなか駐車場から徒歩約3分　営業時間：11:30～23:00　定休日：火曜日　電話番号：0778-22-7172,,西
伊万里,越前市新保2-2-2,35.911503,136.155029,グルメ,,オープン当時から30年以上提供し続けているボルガライスは厚めのトンカツとトロッとした卵が自慢。漫画家の池上遼一の妹が店を経営しており、店内には池上氏が描いた画が飾られている。　駐車場：有（20台）　アクセス：福井鉄道北府駅から徒歩約15分、JR武生駅から車で約10分　営業時間：8:00～18:00　定休日：水曜日　電話番号：0778-23-4845,,西
レストラン　ジャムハウス,越前市芝原5-20-24,35.926076,136.162035,グルメ,,ボリュームと味にこだわったメニューが豊富なレストランで、店内には懐かしのポスターやレコードが並んでいる。ボルガライス・ボルガハンバーグ・お好みジャムラ（お好み焼き風のトンカツのせピラフ）・グランドキャニオン（ピラフを卵で巻いてその上にカレー）などのメニューがある。　駐車場：有（5台）　アクセス：JR武生駅から車で約15分　営業時間：11:00～14:00、18:00～24:00（土日祝11:30～24:00）　定休日：月曜日（祝日の場合は営業）　電話番号：0778-23-5960,,吉野
喫茶Blue,越前市深草1-9-4,35.903982,136.161069,グルメ,,名物のボルガライスの卵の中にはチャーハンが入っている。お好み焼きや珈琲、軽食、モーニングセットも有り。　駐車場：有（4台程度）　アクセス：福井鉄道越前武生駅から徒歩約14分、JR武生駅から徒歩約13分　営業時間：7:30～21:00　定休日：木曜日　電話番号：0778-22-5949,,西
珍々飯店,越前市国府1-6-8,35.904874,136.167745,グルメ,,越前市で初めて本格中華料理店としてオープンした歴史あるお店で、特製ギョーザをはじめボルガ天津丼、ほうれん草麺がおすすめ。出前・お持ち帰りも行っている。　駐車場：有（8台程度）　アクセス：福井鉄道越前武生駅から徒歩約4分、JR武生駅から徒歩約4分　営業時間：11:00～14:00、17:00～21:30　定休日：火曜日　電話番号：0778-23-1060,,東
水芭蕉＆つる八,越前市塚原町24-9-3,35.869893,136.154549,グルメ,,名物のボルガライスは1つのプレートにボルガライスとサラダスパゲティ、フルーツがのっていてボリューム満点で満足の一品。他にナチュラル丼（カツの中にチーズがはさんであって上にホワイトソース）、チーズインパリ丼などがある。　駐車場：有（15台）　アクセス：JR武生駅から車で11分　営業時間：9:00～21:00　定休日：木曜日　電話番号：0778-23-6545,,王子保
岩倉,越前市桂町5-11,35.905411,136.165114,グルメ,,ボルガライスには4種類のソース（ケチャップ・岩倉特製トンカツソース・岩倉特製トマトソース・生クリーム）が使われている。トンカツは分厚いハムにチーズを挟み豚ロースと重ねて揚げている。居酒屋だが、ボルガライスだけ食べに来る人もいる。　駐車場：無（まちなか駐車場をご利用ください）　アクセス：福井鉄道越前武生駅から徒歩約7分、JR武生駅から徒歩約11分、まちなか駐車場から徒歩6分　営業時間：18:30～朝方まで　定休日：日曜日　電話番号：0778-23-4643,,東
リスボンエイト,越前市中央二丁目6-13,35.901959,136.154694,グルメ,,お店の前にある滝と巨大な「釜飯」の看板が目印。各種定食やボルガライス、ソースカツ丼などが楽しめる。出前も行っている。　駐車場：有（8台程度）　アクセス：JR武生駅から徒歩約20分　営業時間：10:00～21:00　定休日：火曜日　電話番号：0778-22-1166,,西
Restaurante 夢屋,越前市東千福町7-15,35.891728,136.158579,グルメ,,隠れ家的でありながら本格的な西洋料理が楽しめるレストラン。何種類ものスパイスやハーブ、香味野菜を和牛のタンと一緒に3日間も煮込み続けた「牛タンシチュー」は開店当時からの人気メニュー。　駐車場：有（10台）　アクセス：JR武生駅から車で9分　営業時間：11:00～14:00、17:00～21:30　定休日：木曜日　電話番号：0778-21-0631,,南
居酒屋あおば,越前市府中1丁目2-3,35.90273,136.170414,グルメ,,中華そばは温泉卵が乗っているのが特徴。居酒屋なのでシメの1品に最適。他にも串皮などが人気。　駐車場：無　アクセス：JR武生駅から徒歩約1分　営業時間：15：00～23：00　定休日：日曜日　電話番号：0778-21-2201,,東
寿達富,越前市文京1-6-32,35.891394,136.160351,グルメ,,1979年から続くリーズナブルな居酒屋。人気の串揚げは串カツやうずらなど王道なものから、ハムやこんにゃくなど一風変わったものまで種類が豊富。　駐車場：有（7台）　アクセス：JR武生駅から車で8分　営業時間：16:30～23:00　定休日：水曜日　電話番号：0778-24-0117,,南
三河屋,越前市蓬莱町3-25-1,35.902615,136.166233,グルメ,,越前市産の米や畜産物を使った料理、その日獲れた地のものを使った刺身、地元ブランドの野菜を楽しめる。アルコールなど飲み物も豊富でビールや地酒以外にもワインはスパークリングを含め常時5種類以上を揃えている。　駐車場：まちなか駐車場をご利用ください　アクセス：JR武生駅から徒歩9分　営業時間：17:00～22:00、11:30～13:00（金土日のみランチ営業）　定休日：月曜日　電話番号：0778-23-4832,,東
料亭　糸屋,越前市国府1-11-5,35.905407,136.165865,グルメ,,江戸時代元禄年間創業の老舗料亭。本館は大正2年の建築。しっかりとした造りは今なお健在で、純和風の空間と歴史を感じさせる調度品、日本庭園に心癒される。2階大広間の欄間は、井波の彫刻師今井幸太郎氏による「近江八景」で見事。旬の料理をゆっくり味わえる。県外客や法事、米寿などのお祝いにも利用されている。　駐車場：有（12台）　アクセス：福井鉄道北府駅から徒歩約5分　営業時間：12:00～22:00　定休日：不定休　電話番号：0778-22-0054,,東
茶懐石　佳秀,越前市広瀬町168-8-82,35.88257,136.124361,グルメ,,一日一組の完全貸切制で、最初に茶室にてお抹茶をいただいた後、席を変えて食事を楽しむスタイル。本格的なお茶時も可能で、またお昼には弁当や点心を味わうことも出来る。　駐車場：有（15台）　アクセス：JR武生駅から車で18分　営業時間：予約に応じて　定休日：不定休　電話番号：0778-24-5245　ホームページ：http://www.kamani-besso.jp/kasyu/,,白山
料亭　京家,越前市天王町2-6,35.900914,136.167869,グルメ,,表通りから車一台分がやっと通れるような狭い路地を入ったところに、昭和初期の趣きある佇まいを見せる。しっとりした和室からは、小さな中庭を眺めることが出来る。京都の風情で旬の素材を活かした日本料理と、心をこめたおもてなしも嬉しい。　駐車場：無（有料駐車場の料金はお店が負担）　アクセス：JR武生駅から徒歩約5分　営業時間：11：30～22:00　定休日：不定休　電話番号：0778-22-0455,,東
料亭　泉風,越前市吾妻町2-23,35.901148,136.169813,グルメ,,築90年の落ち着いた雰囲気の中でゆっくりと日本料理を味わうことができる店。部屋から一望できる日本庭園は、春はモクレン、初夏はツツジ、秋はモミジ、冬は雪景色と、四季折々の風情を楽しめる。　駐車場：有　アクセス：JR武生駅から徒歩約4分　営業時間：11:00～22:00　定休日：不定休　電話番号：0778-23-9919,,東
料亭　鎌仁別荘,越前市天王町3-4,35.901144,136.167163,グルメ,,明治6年創業。大小6つの和洋室を完備し、少人数から多人数まで、幅広く対応している老舗料亭。京料理の精神を受け継いだ伝統の懐石料理に、新鮮な感覚を取り入れた料理でおもてなししてもらえる。　駐車場：有（15台）　アクセス：武生ICから車で15分、JR武生駅から徒歩7分　営業時間：11:00～23:00　定休日：不定休　電話番号：0778-22-0069　ホームページ：http://www.kamani-besso.jp/kamanibesso/,,東
